content_id,creator_id,niche,platform,content_format,topic,publish_date,views,likes,comments,saves,shares,watch_time_pct,affiliate_clicks,affiliate_revenue_usd,product_sales,product_revenue_usd,total_revenue_usd,production_hours,revenue_per_hour_usd,is_high_converting,has_affiliate_link,has_product_link
CON01305,CRE0373,Language Learning,LinkedIn,LinkedIn Post,Conversation Practice,2026-01-23,13116,397,298,476,466,0.38,69,0.0,0,0.0,0.0,1.1,0.0,False,True,False
CON01306,CRE0052,Parenting & Family,LinkedIn,Instagram Post,Honest Parenting,2025-11-08,108393,3669,1688,3978,2987,0.512,467,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01307,CRE0562,Language Learning,TikTok,YouTube Short,Immersion Tips,2026-03-02,10755,728,125,63,86,0.513,15,0.0,0,0.0,0.0,0.9,0.0,False,True,False
CON01308,CRE0451,Travel & Adventure,YouTube,Instagram Post,City Vlog,2025-10-09,114644,13214,1706,3447,1860,0.744,1109,0.0,0,0.0,0.0,1.3,0.0,False,True,False
CON01309,CRE0021,Music & Audio Production,Substack,Substack Issue,Beat Making Tutorial,2026-03-05,12005,614,224,479,130,0.258,851,1645.88,53,2164.47,3810.35,4.8,788.08,True,True,True
CON01310,CRE0172,Music & Audio Production,Substack,Instagram Post,Song Breakdown,2026-02-06,28441,2757,611,1247,442,0.491,174,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01311,CRE0049,Finance & Investing,Instagram,YouTube Short,Stock Market Explained,2026-03-05,161222,15801,4570,6162,1259,0.206,672,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01312,CRE0176,Home Decor & Interior Design,LinkedIn,Instagram Story,Room Makeover,2025-12-06,42147,4304,101,319,630,0.501,1609,6149.9,151,11909.03,18058.93,0.2,103456.27,True,True,True
CON01313,CRE0434,Photography & Videography,Twitter/X,YouTube Video,Photo Walk Vlog,2026-02-25,72019,7598,887,2082,1931,0.749,475,0.0,0,0.0,0.0,8.2,0.0,False,True,False
CON01314,CRE0358,Language Learning,YouTube,Instagram Story,Conversation Practice,2025-12-11,1979,173,25,19,14,0.208,38,205.0,1,25.37,230.37,0.4,588.46,True,True,True
CON01315,CRE0149,Home Decor & Interior Design,LinkedIn,Instagram Post,Room Makeover,2025-10-16,63331,2288,420,2508,1571,0.283,249,0.0,0,0.0,0.0,0.9,0.0,False,True,False
CON01316,CRE0334,Personal Development,Instagram,Instagram Reel,Morning Routine,2026-01-01,68284,1834,1142,498,1897,0.416,119,0.0,0,0.0,0.0,3.8,0.0,False,True,False
CON01317,CRE0162,Finance & Investing,Instagram,Instagram Post,How I Paid Off Debt,2025-11-24,16324,659,333,517,463,0.213,13,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01318,CRE0531,Science & Space,Substack,YouTube Short,Myth Busting,2026-03-06,4779,314,42,199,87,0.735,180,1139.26,13,450.34,1589.6,1.9,832.27,True,True,True
CON01319,CRE0358,Personal Development,LinkedIn,Substack Issue,Mindset Shift,2026-02-05,8457,700,240,223,122,0.52,69,0.0,0,0.0,0.0,4.9,0.0,False,True,False
CON01320,CRE0098,Finance & Investing,Substack,LinkedIn Post,Passive Income Ideas,2026-03-05,118126,6425,1139,2821,3646,0.734,4,0.0,0,0.0,0.0,1.3,0.0,False,True,False
CON01321,CRE0057,Sustainable Living,Instagram,LinkedIn Post,Green Home Tour,2025-11-09,55722,3393,837,2719,1776,0.686,126,0.0,0,0.0,0.0,1.0,0.0,False,True,False
CON01322,CRE0162,Gaming & Esports,YouTube,Instagram Reel,Stream Highlights,2025-10-01,110060,2233,347,3340,4381,0.397,746,0.0,0,0.0,0.0,3.2,0.0,False,True,False
CON01323,CRE0410,Finance & Investing,Instagram,Instagram Post,Passive Income Ideas,2025-10-12,37111,1752,428,1794,982,0.329,1188,4017.72,101,7729.85,11747.57,1.6,7337.21,True,True,True
CON01324,CRE0233,Gaming & Esports,YouTube,Instagram Reel,Pro Tips,2025-10-27,28214,681,566,842,729,0.578,249,0.0,0,0.0,0.0,2.1,0.0,False,True,False
CON01325,CRE0316,Sustainable Living,Substack,TikTok,Plant-Based Meal,2025-10-16,209223,17816,5893,3437,2360,0.597,11708,33120.64,743,71437.3,104557.94,1.9,53797.88,True,True,True
CON01326,CRE0034,Science & Space,Twitter/X,TikTok,Space Discovery Explained,2026-02-17,59770,1867,932,2796,1295,0.655,375,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON01327,CRE0542,Home Decor & Interior Design,TikTok,Instagram Post,Small Space Ideas,2026-02-17,86933,6902,708,2013,1980,0.63,74,0.0,0,0.0,0.0,1.9,0.0,False,True,False
CON01328,CRE0008,Comedy & Entertainment,YouTube,LinkedIn Post,Parody,2025-09-28,19531,525,529,891,660,0.717,59,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01329,CRE0148,Education & Online Courses,TikTok,Substack Issue,Study With Me,2026-01-07,1203,37,15,37,16,0.642,54,248.43,1,58.23,306.66,1.7,180.5,True,True,True
CON01330,CRE0565,Beauty & Fashion,Instagram,Instagram Story,Get Ready With Me,2025-09-24,203666,20932,2028,3801,7823,0.526,217,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON01331,CRE0103,Sustainable Living,Substack,Substack Issue,Sustainable Fashion,2026-02-23,7404,276,35,325,172,0.615,13,0.0,0,0.0,0.0,4.0,0.0,False,True,False
CON01332,CRE0320,Business & Entrepreneurship,Twitter/X,TikTok,Productivity System,2026-03-08,344219,34603,2966,16585,11934,0.622,1674,0.0,0,0.0,0.0,1.0,0.0,False,True,False
CON01333,CRE0179,Beauty & Fashion,LinkedIn,Instagram Story,Thrift Haul,2025-12-17,31315,1677,319,894,1124,0.371,7,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON01334,CRE0026,Travel & Adventure,YouTube,YouTube Video,Travel Hacks,2026-03-02,68631,6326,542,2380,809,0.246,4,0.0,0,0.0,0.0,7.4,0.0,False,True,False
CON01335,CRE0456,Travel & Adventure,TikTok,Instagram Post,Travel Hacks,2025-12-22,15515,1333,243,394,388,0.542,102,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01336,CRE0283,Technology & Software,Substack,LinkedIn Post,Tech Gear Setup,2026-02-05,1148,56,24,15,41,0.691,8,0.0,0,0.0,0.0,0.3,0.0,False,True,False
CON01337,CRE0123,Gaming & Esports,LinkedIn,YouTube Short,New Game Review,2026-01-06,69646,1606,1817,2707,2423,0.224,554,0.0,0,0.0,0.0,0.8,0.0,False,True,False
CON01338,CRE0194,Beauty & Fashion,TikTok,TikTok,Skincare Routine,2026-02-05,18538,580,550,553,538,0.213,140,0.0,0,0.0,0.0,1.3,0.0,False,True,False
CON01339,CRE0044,Home Decor & Interior Design,YouTube,Instagram Story,Budget Decor,2025-10-02,7400,313,65,313,84,0.236,29,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON01340,CRE0130,Food & Cooking,Instagram,LinkedIn Post,5-Ingredient Dinner,2025-11-07,39705,809,561,1053,265,0.449,191,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON01341,CRE0318,Beauty & Fashion,Substack,Instagram Reel,Skincare Routine,2025-09-22,34117,3394,625,246,1252,0.389,1460,9287.01,89,11556.39,20843.4,3.8,5438.22,True,True,True
CON01342,CRE0095,Science & Space,Instagram,LinkedIn Post,Documentary Reaction,2025-12-03,25844,2085,512,221,798,0.291,11,0.0,0,0.0,0.0,1.1,0.0,False,True,False
CON01343,CRE0574,Science & Space,LinkedIn,Substack Issue,Myth Busting,2026-01-30,2137,56,20,53,69,0.636,2,0.0,0,0.0,0.0,3.8,0.0,False,True,False
CON01344,CRE0154,Comedy & Entertainment,Instagram,YouTube Short,Parody,2025-11-07,1769,176,8,54,69,0.618,4,0.0,0,0.0,0.0,2.0,0.0,False,True,False
CON01345,CRE0264,Beauty & Fashion,LinkedIn,YouTube Short,Get Ready With Me,2025-12-14,8834,341,230,380,88,0.329,589,4452.06,57,7320.65,11772.71,1.0,11384.46,True,True,True
CON01346,CRE0472,Science & Space,TikTok,Substack Issue,Documentary Reaction,2026-01-12,24870,629,737,269,354,0.365,173,0.0,0,0.0,0.0,2.2,0.0,False,True,False
CON01347,CRE0288,Photography & Videography,Twitter/X,Instagram Reel,Editing Tutorial,2025-11-19,110577,10560,611,3334,1504,0.389,8105,48344.17,199,34385.12,82729.29,1.5,55994.15,True,True,True
CON01348,CRE0579,Sustainable Living,TikTok,YouTube Video,Sustainable Fashion,2025-12-08,11641,643,186,284,326,0.44,86,0.0,0,0.0,0.0,6.5,0.0,False,True,False
CON01349,CRE0369,Beauty & Fashion,Instagram,YouTube Short,Outfit of the Week,2025-12-05,46782,3010,1320,406,1653,0.563,1139,5869.8,76,13006.74,18876.54,1.7,10879.89,True,True,True
CON01350,CRE0144,Language Learning,LinkedIn,Substack Issue,Learn 100 Words Fast,2025-10-02,19176,570,53,913,406,0.705,372,1688.27,16,321.83,2010.1,1.6,1234.17,True,True,True
CON01351,CRE0402,Comedy & Entertainment,Substack,Substack Issue,Parody,2025-10-02,3919,131,100,20,153,0.586,23,0.0,0,0.0,0.0,4.9,0.0,False,True,False
CON01352,CRE0372,Comedy & Entertainment,Substack,LinkedIn Post,Reaction Video,2026-01-04,42758,2714,791,1889,500,0.273,264,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01353,CRE0122,Gaming & Esports,YouTube,YouTube Video,Game Lore Deep Dive,2025-12-11,37692,2671,549,580,671,0.71,23,0.0,0,0.0,0.0,8.9,0.0,False,True,False
CON01354,CRE0111,Sustainable Living,Twitter/X,Substack Issue,Zero Waste Swaps,2025-09-20,92223,8665,2656,1516,1314,0.303,2778,15429.44,78,7367.73,22797.17,3.0,7640.68,True,True,True
CON01355,CRE0106,Technology & Software,Twitter/X,TikTok,Best AI Tools 2025,2025-11-22,24766,2527,494,324,258,0.237,219,0.0,0,0.0,0.0,1.3,0.0,False,True,False
CON01356,CRE0568,Home Decor & Interior Design,TikTok,Instagram Post,IKEA Hacks,2025-12-30,25947,649,173,1136,669,0.234,422,1529.63,13,1379.83,2909.46,2.0,1490.68,True,True,True
CON01357,CRE0253,Sustainable Living,Substack,YouTube Short,Plant-Based Meal,2025-10-23,18021,1902,395,515,556,0.557,119,0.0,0,0.0,0.0,0.9,0.0,False,True,False
CON01358,CRE0318,Food & Cooking,YouTube,Instagram Reel,Recipe Breakdown,2026-01-31,73745,8728,2168,1860,2576,0.517,4906,3860.17,426,56401.51,60261.68,1.9,31014.64,True,True,True
CON01359,CRE0498,Photography & Videography,TikTok,TikTok,Editing Tutorial,2026-02-11,6985,540,49,147,107,0.739,58,0.0,0,0.0,0.0,2.5,0.0,False,True,False
CON01360,CRE0021,Gaming & Esports,Instagram,Instagram Reel,Pro Tips,2025-11-29,7487,419,124,311,295,0.573,64,0.0,0,0.0,0.0,3.8,0.0,False,True,False
CON01361,CRE0193,Technology & Software,Substack,LinkedIn Post,Tech Gear Setup,2025-11-09,88113,8355,1797,1843,2751,0.711,3750,8373.31,217,26107.31,34480.62,1.0,34167.01,True,True,True
CON01362,CRE0043,Science & Space,Twitter/X,Instagram Story,Research Breakdown,2025-11-13,9000,1077,173,140,47,0.598,265,518.41,15,2532.37,3050.78,0.3,9880.34,True,True,True
CON01363,CRE0523,Parenting & Family,Twitter/X,Instagram Post,Kid-Friendly Recipes,2025-12-23,38785,1137,931,1413,268,0.304,349,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON01364,CRE0347,Photography & Videography,Twitter/X,LinkedIn Post,Preset Tutorial,2026-02-21,82574,8558,1135,2092,2829,0.402,180,0.0,0,0.0,0.0,0.7,0.0,False,True,False
CON01365,CRE0179,Pet Care,Instagram,YouTube Short,Vet Visit Story,2025-12-01,480,23,12,2,8,0.288,1,0.0,0,0.0,0.0,0.7,0.0,False,True,False
CON01366,CRE0089,Photography & Videography,Twitter/X,TikTok,Behind the Scenes,2025-09-26,76792,5286,2252,2669,2662,0.631,761,0.0,0,0.0,0.0,2.7,0.0,False,True,False
CON01367,CRE0015,Gaming & Esports,Substack,Instagram Post,Game Lore Deep Dive,2025-12-14,31769,1255,379,764,1013,0.652,159,0.0,0,0.0,0.0,1.1,0.0,False,True,False
CON01368,CRE0543,Finance & Investing,Twitter/X,YouTube Short,Investing for Beginners,2025-10-09,1757013,173405,8576,53045,40361,0.746,136687,815454.33,3859,711086.05,1526540.38,1.1,1361071.35,True,True,True
CON01369,CRE0005,Gaming & Esports,Substack,TikTok,Game Lore Deep Dive,2025-12-22,56513,4633,1416,1760,532,0.665,1494,10814.39,146,7282.97,18097.36,2.4,7473.29,True,True,True
CON01370,CRE0490,Comedy & Entertainment,LinkedIn,Instagram Story,Day in My Life,2025-10-14,165226,16081,4682,4427,2899,0.623,511,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON01371,CRE0470,Comedy & Entertainment,Substack,YouTube Short,Storytime,2026-02-24,224569,7994,3938,2220,4921,0.47,854,0.0,0,0.0,0.0,0.6,0.0,False,True,False
CON01372,CRE0228,Pet Care,YouTube,Substack Issue,Dog Training Tips,2026-01-05,78186,7536,1356,3345,2087,0.508,250,0.0,0,0.0,0.0,2.7,0.0,False,True,False
CON01373,CRE0377,Photography & Videography,Instagram,YouTube Short,Behind the Scenes,2025-10-16,20148,1053,259,256,458,0.221,78,0.0,0,0.0,0.0,1.3,0.0,False,True,False
CON01374,CRE0171,Personal Development,LinkedIn,Instagram Reel,Mindset Shift,2025-11-06,10295,766,201,427,62,0.285,661,5016.09,17,1048.78,6064.87,4.0,1524.1,True,True,True
CON01375,CRE0038,Education & Online Courses,Substack,YouTube Short,Book Summary,2025-10-27,54542,5966,609,2137,536,0.636,191,0.0,0,0.0,0.0,2.0,0.0,False,True,False
CON01376,CRE0195,Sustainable Living,Instagram,YouTube Video,Zero Waste Swaps,2025-11-28,20761,688,77,487,158,0.246,1045,7521.81,75,4606.19,12128.0,9.1,1335.78,True,True,True
CON01377,CRE0414,Science & Space,Twitter/X,Substack Issue,Myth Busting,2025-10-21,35831,4035,867,195,1315,0.749,146,0.0,0,0.0,0.0,2.7,0.0,False,True,False
CON01378,CRE0146,Home Decor & Interior Design,Twitter/X,TikTok,IKEA Hacks,2025-11-24,16419,908,68,817,138,0.646,69,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01379,CRE0356,Photography & Videography,Instagram,TikTok,Editing Tutorial,2025-12-02,4378,149,25,112,25,0.452,6,0.0,0,0.0,0.0,2.0,0.0,False,True,False
CON01380,CRE0408,Photography & Videography,Twitter/X,YouTube Video,Behind the Scenes,2025-10-12,3797,129,61,29,22,0.664,23,0.0,0,0.0,0.0,6.8,0.0,False,True,False
CON01381,CRE0318,Beauty & Fashion,TikTok,Instagram Reel,Makeup Tutorial,2026-02-22,18481,792,417,712,331,0.672,182,0.0,0,0.0,0.0,2.3,0.0,False,True,False
CON01382,CRE0548,Home Decor & Interior Design,LinkedIn,YouTube Video,Room Makeover,2025-10-08,12380,522,199,300,158,0.601,10,0.0,0,0.0,0.0,8.0,0.0,False,True,False
CON01383,CRE0510,Science & Space,Twitter/X,Instagram Reel,Myth Busting,2026-02-25,18329,1136,119,291,547,0.516,10,0.0,0,0.0,0.0,1.0,0.0,False,True,False
CON01384,CRE0077,Beauty & Fashion,Substack,TikTok,Makeup Tutorial,2025-10-25,23442,2479,108,435,723,0.399,112,0.0,0,0.0,0.0,2.2,0.0,False,True,False
CON01385,CRE0591,Language Learning,LinkedIn,Instagram Story,Conversation Practice,2025-11-13,15577,493,368,752,427,0.261,46,0.0,0,0.0,0.0,0.3,0.0,False,True,False
CON01386,CRE0038,Business & Entrepreneurship,LinkedIn,YouTube Short,Business Mistakes,2025-12-23,36202,3692,305,1284,1170,0.381,347,0.0,0,0.0,0.0,1.8,0.0,False,True,False
CON01387,CRE0380,Home Decor & Interior Design,TikTok,YouTube Short,Small Space Ideas,2026-03-17,1888,186,29,86,30,0.33,12,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01388,CRE0075,Beauty & Fashion,TikTok,Substack Issue,Thrift Haul,2025-09-30,1740,70,25,67,33,0.388,13,0.0,0,0.0,0.0,4.9,0.0,False,True,False
CON01389,CRE0293,Food & Cooking,Instagram,Instagram Reel,Recipe Breakdown,2025-11-22,6025,376,176,72,157,0.668,41,0.0,0,0.0,0.0,3.6,0.0,False,True,False
CON01390,CRE0183,Food & Cooking,LinkedIn,LinkedIn Post,Street Food Tour,2025-12-17,66481,6805,1899,2380,1542,0.232,566,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON01391,CRE0285,Technology & Software,TikTok,Instagram Post,Coding Tutorial,2025-12-07,12005,1157,323,172,375,0.547,96,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01392,CRE0186,Education & Online Courses,LinkedIn,Instagram Reel,Book Summary,2026-01-30,172054,16776,2139,5451,1412,0.21,1649,0.0,0,0.0,0.0,3.2,0.0,False,True,False
CON01393,CRE0448,Personal Development,Instagram,Instagram Post,Productivity System,2025-11-06,4905,515,20,174,104,0.595,1,0.0,0,0.0,0.0,1.8,0.0,False,True,False
CON01394,CRE0060,Music & Audio Production,Twitter/X,Instagram Story,Music Theory Explained,2025-12-07,43747,2835,1196,1726,1672,0.705,1292,3354.9,31,3137.93,6492.83,0.2,28297.0,True,True,True
CON01395,CRE0420,Music & Audio Production,TikTok,Instagram Reel,Song Breakdown,2025-10-09,457134,28944,3275,22791,9139,0.511,4095,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01396,CRE0392,Parenting & Family,LinkedIn,TikTok,Honest Parenting,2025-11-15,50123,4070,112,2186,542,0.383,94,0.0,0,0.0,0.0,2.8,0.0,False,True,False
CON01397,CRE0553,Gaming & Esports,TikTok,LinkedIn Post,Stream Highlights,2025-11-06,22019,1227,614,631,680,0.428,22,0.0,0,0.0,0.0,1.2,0.0,False,True,False
CON01398,CRE0542,Travel & Adventure,Twitter/X,LinkedIn Post,Budget Europe Trip,2025-11-14,2537,196,37,33,33,0.253,0,0.0,0,0.0,0.0,1.2,0.0,False,False,False
CON01399,CRE0166,Beauty & Fashion,LinkedIn,TikTok,Get Ready With Me,2025-10-12,51497,2830,1245,1417,1650,0.263,3275,7793.79,137,5843.16,13636.95,2.1,6448.84,True,True,True
CON01400,CRE0138,Science & Space,Instagram,Instagram Reel,Research Breakdown,2026-03-03,120721,10445,2856,4277,1378,0.565,1139,0.0,0,0.0,0.0,1.7,0.0,False,True,False
CON01401,CRE0099,Personal Development,YouTube,LinkedIn Post,Book That Changed My Life,2025-12-18,6826,738,102,233,239,0.738,50,0.0,0,0.0,0.0,0.6,0.0,False,True,False
CON01402,CRE0106,Beauty & Fashion,Instagram,LinkedIn Post,Outfit of the Week,2026-01-14,36519,839,129,1636,1350,0.255,351,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON01403,CRE0424,Personal Development,Instagram,Instagram Story,Morning Routine,2026-02-09,5830,434,91,49,178,0.43,17,0.0,0,0.0,0.0,0.5,0.0,False,True,False
CON01404,CRE0313,Personal Development,YouTube,YouTube Short,Morning Routine,2025-10-05,228491,14747,5984,1376,2513,0.384,1379,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01405,CRE0591,Language Learning,Substack,YouTube Video,Conversation Practice,2026-02-05,790,33,6,28,22,0.544,2,0.0,0,0.0,0.0,9.9,0.0,False,True,False
CON01406,CRE0589,Technology & Software,LinkedIn,Instagram Post,App Review,2026-03-01,4009,208,55,170,65,0.653,28,0.0,0,0.0,0.0,1.7,0.0,False,True,False
CON01407,CRE0010,Science & Space,Instagram,Instagram Post,Research Breakdown,2025-10-10,115864,11549,1780,2192,955,0.615,153,0.0,0,0.0,0.0,0.7,0.0,False,True,False
CON01408,CRE0586,Sustainable Living,TikTok,TikTok,Green Home Tour,2025-09-25,17512,1980,133,229,502,0.408,149,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01409,CRE0445,Finance & Investing,Twitter/X,YouTube Short,How I Paid Off Debt,2026-02-15,145201,5915,3336,3100,1084,0.587,468,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01410,CRE0498,Photography & Videography,Instagram,Substack Issue,Photo Walk Vlog,2026-03-01,23940,772,385,1077,943,0.404,101,0.0,0,0.0,0.0,4.8,0.0,False,True,False
CON01411,CRE0300,Education & Online Courses,YouTube,TikTok,Note-Taking System,2026-03-07,1919,108,42,36,51,0.681,0,0.0,0,0.0,0.0,0.6,0.0,False,False,False
CON01412,CRE0259,Music & Audio Production,TikTok,LinkedIn Post,Beat Making Tutorial,2026-02-05,17195,660,363,581,455,0.323,118,0.0,0,0.0,0.0,0.6,0.0,False,True,False
CON01413,CRE0185,Gaming & Esports,TikTok,TikTok,Game Lore Deep Dive,2025-12-01,42730,4475,343,2013,331,0.378,703,449.8,32,6147.5,6597.3,2.8,2330.02,True,True,True
CON01414,CRE0169,Music & Audio Production,TikTok,TikTok,Studio Vlog,2025-10-05,54298,4788,1078,1707,1814,0.4,386,0.0,0,0.0,0.0,0.9,0.0,False,True,False
CON01415,CRE0444,Education & Online Courses,LinkedIn,Substack Issue,Course Review,2026-02-14,100444,7878,1659,3102,2910,0.555,910,0.0,0,0.0,0.0,2.7,0.0,False,True,False
CON01416,CRE0269,Finance & Investing,LinkedIn,LinkedIn Post,Passive Income Ideas,2025-10-24,18037,727,203,827,525,0.745,1180,9229.71,104,12346.07,21575.78,1.1,18841.62,True,True,True
CON01417,CRE0570,Comedy & Entertainment,TikTok,Substack Issue,Storytime,2026-02-16,60220,5840,1617,301,2312,0.435,152,0.0,0,0.0,0.0,2.8,0.0,False,True,False
CON01418,CRE0496,Music & Audio Production,TikTok,TikTok,Song Breakdown,2025-12-12,5653,292,23,62,56,0.527,4,0.0,0,0.0,0.0,1.2,0.0,False,True,False
CON01419,CRE0392,Home Decor & Interior Design,YouTube,Instagram Story,Colour Palette Guide,2025-12-27,111459,10012,363,3096,857,0.618,319,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON01420,CRE0253,Technology & Software,TikTok,YouTube Short,App Review,2026-02-27,16196,978,314,630,281,0.44,44,0.0,0,0.0,0.0,1.0,0.0,False,True,False
CON01421,CRE0132,Sustainable Living,Substack,TikTok,Sustainable Fashion,2026-02-16,72666,4365,2050,3288,1802,0.58,252,0.0,0,0.0,0.0,2.2,0.0,False,True,False
CON01422,CRE0064,Parenting & Family,Instagram,YouTube Video,School Tips,2025-10-16,2074,54,28,29,50,0.301,5,0.0,0,0.0,0.0,5.2,0.0,False,True,False
CON01423,CRE0113,Business & Entrepreneurship,TikTok,TikTok,How I Got Clients,2026-02-17,6203,298,37,135,237,0.631,329,1086.35,8,1325.24,2411.59,2.4,1003.02,True,True,True
CON01424,CRE0514,Gaming & Esports,TikTok,LinkedIn Post,Challenge Run,2025-10-26,513,18,8,17,4,0.295,25,17.33,2,361.96,379.29,1.4,272.45,True,True,True
CON01425,CRE0234,Food & Cooking,Substack,YouTube Video,Restaurant Review,2025-12-20,5442,375,82,164,185,0.62,0,0.0,0,0.0,0.0,7.6,0.0,False,False,False
CON01426,CRE0056,Business & Entrepreneurship,Instagram,TikTok,How I Got Clients,2025-10-06,26866,936,629,292,371,0.514,173,0.0,0,0.0,0.0,2.3,0.0,False,True,False
CON01427,CRE0156,Food & Cooking,LinkedIn,TikTok,Restaurant Review,2025-11-08,102180,6152,1478,1330,1928,0.699,835,0.0,0,0.0,0.0,2.4,0.0,False,True,False
CON01428,CRE0406,Travel & Adventure,YouTube,Instagram Story,Hidden Gems in Bali,2025-09-28,5942,156,131,295,64,0.243,148,321.06,6,784.91,1105.97,0.5,2218.54,True,True,True
CON01429,CRE0567,Gaming & Esports,Twitter/X,YouTube Video,Game Lore Deep Dive,2025-11-09,3919,144,82,150,153,0.743,24,0.0,0,0.0,0.0,4.8,0.0,False,True,False
CON01430,CRE0052,Gaming & Esports,TikTok,Instagram Post,Stream Highlights,2025-12-31,141730,8392,639,2346,4103,0.377,4035,13345.14,363,41573.43,54918.57,1.9,29404.67,True,True,True
CON01431,CRE0101,Parenting & Family,LinkedIn,YouTube Short,Family Vlog,2025-10-26,4226,196,98,166,33,0.264,35,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01432,CRE0085,Pet Care,Instagram,YouTube Short,Pet Haul,2025-10-01,12660,1281,282,102,347,0.294,93,0.0,0,0.0,0.0,1.9,0.0,False,True,False
CON01433,CRE0529,Music & Audio Production,Twitter/X,Instagram Reel,Beat Making Tutorial,2026-03-02,5905,503,173,42,127,0.662,40,0.0,0,0.0,0.0,1.1,0.0,False,True,False
CON01434,CRE0558,Comedy & Entertainment,LinkedIn,Instagram Reel,Storytime,2025-09-24,37874,2656,698,274,694,0.272,328,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01435,CRE0572,Finance & Investing,Substack,Instagram Reel,Budget Review,2026-01-09,529795,47811,2338,22525,12572,0.574,1136,0.0,0,0.0,0.0,3.9,0.0,False,True,False
CON01436,CRE0595,Photography & Videography,TikTok,Instagram Story,Photo Walk Vlog,2025-11-21,6625,733,45,179,39,0.539,5,0.0,0,0.0,0.0,0.2,0.0,False,True,False
CON01437,CRE0111,Photography & Videography,LinkedIn,YouTube Video,Photo Walk Vlog,2026-03-10,5005,225,73,38,35,0.499,23,0.0,0,0.0,0.0,5.3,0.0,False,True,False
CON01438,CRE0218,Sustainable Living,TikTok,Instagram Reel,Green Home Tour,2026-01-30,1706713,54164,23200,39465,57269,0.34,1333,0.0,0,0.0,0.0,2.9,0.0,False,True,False
CON01439,CRE0045,Travel & Adventure,TikTok,Instagram Story,Budget Europe Trip,2025-12-25,34223,1090,482,1606,1245,0.632,1701,3042.48,44,8312.22,11354.7,0.3,34294.07,True,True,True
CON01440,CRE0129,Comedy & Entertainment,YouTube,Instagram Story,Day in My Life,2025-09-28,2818,146,42,130,29,0.38,100,52.04,6,399.77,451.81,0.2,2174.61,True,True,True
CON01441,CRE0301,Language Learning,LinkedIn,LinkedIn Post,Conversation Practice,2025-11-04,5756,138,145,239,127,0.359,32,0.0,0,0.0,0.0,0.4,0.0,False,True,False
CON01442,CRE0114,Comedy & Entertainment,Twitter/X,Substack Issue,Day in My Life,2026-02-24,29784,2179,239,906,1176,0.423,285,0.0,0,0.0,0.0,1.4,0.0,False,True,False
CON01443,CRE0351,Sustainable Living,LinkedIn,YouTube Short,Green Home Tour,2026-02-04,9948,613,250,334,136,0.598,32,0.0,0,0.0,0.0,1.6,0.0,False,True,False
CON01444,CRE0074,Finance & Investing,YouTube,YouTube Video,How I Paid Off Debt,2025-11-23,1117,36,21,19,13,0.407,10,0.0,0,0.0,0.0,8.2,0.0,False,True,False
CON01445,CRE0432,Personal Development,LinkedIn,Substack Issue,Book That Changed My Life,2026-01-11,17417,1718,484,422,221,0.274,623,1240.55,55,1390.73,2631.28,2.4,1100.15,True,True,True
CON01446,CRE0263,Technology & Software,TikTok,YouTube Video,Best AI Tools 2025,2025-10-08,40562,1705,847,959,1150,0.511,272,0.0,0,0.0,0.0,6.2,0.0,False,True,False
CON01447,CRE0255,Music & Audio Production,Substack,Instagram Post,Music Theory Explained,2026-03-09,243123,13753,6319,1623,5371,0.209,2201,0.0,0,0.0,0.0,1.8,0.0,False,True,False
CON01448,CRE0027,Sustainable Living,Substack,Substack Issue,Green Home Tour,2025-11-04,129939,6934,1850,1056,1216,0.592,159,0.0,0,0.0,0.0,4.9,0.0,False,True,False
CON01449,CRE0197,Travel & Adventure,Instagram,Instagram Story,Solo Travel Guide,2025-10-15,3150,219,40,108,56,0.635,6,0.0,0,0.0,0.0,0.1,0.0,False,True,False
