contract_id,creator_id,brand,niche,total_clauses,red_flag_count,compliant_clause_count,missing_kill_fee,missing_ftc_disclosure,has_perpetual_exclusivity,has_uncompensated_usage_rights,payment_terms_days,revision_rounds_stated,estimated_hidden_value_usd,risk_rating,contract_date,analysed_by_ai
CON0223,CRE0060,Blue Apron,Personal Development,7,3,4,True,True,False,False,60,Unlimited,7487.05,Critical,2025-05-17,False
CON0224,CRE0463,Robinhood,Pet Care,7,0,7,True,False,False,False,30,Unlimited,0.0,Low,2025-05-19,False
CON0225,CRE0371,Headspace,Business & Entrepreneurship,7,0,7,False,False,False,False,30,2,0.0,Low,2026-02-13,False
CON0226,CRE0422,Codecademy,Business & Entrepreneurship,7,3,4,True,False,False,False,30,1,1693.46,Critical,2025-04-09,False
CON0227,CRE0014,Airtable,Comedy & Entertainment,7,2,5,True,False,False,False,45,2,4892.87,High,2025-10-16,True
CON0228,CRE0397,Factor Meals,Language Learning,7,3,4,False,False,False,False,90,3,2513.82,Critical,2025-06-29,False
CON0229,CRE0260,Betterment,Gaming & Esports,7,3,4,False,True,False,False,90,2,4590.88,Critical,2025-04-04,False
CON0230,CRE0537,Betterment,Gaming & Esports,7,1,6,True,False,False,False,30,3,374.92,Medium,2025-05-19,False
CON0231,CRE0554,Raycon,Travel & Adventure,7,0,7,False,False,False,False,90,Unlimited,0.0,Low,2026-03-10,True
CON0232,CRE0404,Raycon,Pet Care,7,1,6,False,False,False,False,90,Unlimited,522.72,Medium,2025-04-02,False
CON0233,CRE0159,Grammarly,Science & Space,7,4,3,False,False,False,True,60,2,4319.46,Critical,2026-01-18,True
CON0234,CRE0093,Factor Meals,Music & Audio Production,7,2,5,True,False,False,False,90,Unlimited,4292.63,High,2025-06-11,False
CON0235,CRE0129,Asana,Finance & Investing,7,3,4,True,False,False,False,90,3,937.14,Critical,2025-08-09,True
CON0236,CRE0124,Factor Meals,Language Learning,7,4,3,True,True,False,False,30,Unlimited,5828.18,Critical,2025-08-14,True
CON0237,CRE0238,Airtable,Gaming & Esports,7,1,6,False,False,False,True,90,Unlimited,1661.2,Medium,2025-05-18,False
CON0238,CRE0585,MasterClass,Pet Care,7,3,4,False,True,False,True,60,Unlimited,6634.88,Critical,2026-02-25,False
CON0239,CRE0408,HelloFresh,Comedy & Entertainment,7,1,6,False,False,False,False,30,2,975.02,Medium,2026-01-22,True
CON0240,CRE0176,Acorns,Business & Entrepreneurship,7,2,5,False,False,False,False,90,Unlimited,4536.92,High,2025-05-12,True
CON0241,CRE0586,Shopify,Beauty & Fashion,7,0,7,True,False,False,False,60,Unlimited,0.0,Low,2025-12-15,False
CON0242,CRE0142,Public,Beauty & Fashion,7,1,6,True,False,False,False,30,Unlimited,1351.84,Medium,2025-10-31,False
CON0243,CRE0594,Squarespace,Home Decor & Interior Design,7,3,4,False,False,False,True,90,3,5811.42,Critical,2025-09-10,False
CON0244,CRE0412,Public,Beauty & Fashion,7,3,4,True,False,False,True,30,Unlimited,1418.76,Critical,2025-05-22,False
CON0245,CRE0220,Fiverr,Parenting & Family,7,1,6,False,False,False,False,45,2,1979.34,Medium,2025-10-08,False
CON0246,CRE0090,HelloFresh,Finance & Investing,7,1,6,False,False,False,False,30,2,2425.83,Medium,2025-12-29,False
CON0247,CRE0416,Morning Brew,Food & Cooking,7,3,4,True,False,False,False,30,Unlimited,1452.1,Critical,2025-04-02,False
CON0248,CRE0217,Notion,Business & Entrepreneurship,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2025-09-11,True
CON0249,CRE0583,HelloFresh,Pet Care,7,0,7,True,False,False,False,30,Unlimited,0.0,Low,2025-08-23,False
CON0250,CRE0049,Athletic Greens,Home Decor & Interior Design,7,1,6,False,False,False,False,90,2,510.75,Medium,2025-05-30,False
CON0251,CRE0247,Manscaped,Food & Cooking,7,2,5,True,False,False,True,45,2,3880.4,High,2025-12-03,False
CON0252,CRE0366,MVMT Watches,Language Learning,7,1,6,False,False,False,True,60,Unlimited,2492.49,Medium,2025-08-19,True
CON0253,CRE0194,Calm,Home Decor & Interior Design,7,1,6,True,False,False,False,90,2,895.35,Medium,2026-01-29,True
CON0254,CRE0058,Magic Spoon,Photography & Videography,7,4,3,True,True,False,False,30,1,7995.84,Critical,2025-03-22,False
CON0255,CRE0394,MasterClass,Music & Audio Production,7,1,6,True,False,False,False,30,Unlimited,610.76,Medium,2025-08-06,False
CON0256,CRE0039,Squarespace,Music & Audio Production,7,1,6,True,False,False,False,60,Unlimited,737.66,Medium,2025-09-07,False
CON0257,CRE0025,Raycon,Gaming & Esports,7,0,7,False,False,False,False,30,2,0.0,Low,2025-12-07,True
CON0258,CRE0408,Blue Apron,Gaming & Esports,7,4,3,False,False,False,False,30,2,6587.9,Critical,2025-09-10,False
CON0259,CRE0170,Ridge Wallet,Sustainable Living,7,1,6,True,False,False,False,30,1,2207.65,Medium,2025-08-30,True
CON0260,CRE0472,Robinhood,Business & Entrepreneurship,7,0,7,False,False,False,False,30,1,0.0,Low,2025-04-01,True
CON0261,CRE0366,Notion,Photography & Videography,7,0,7,False,False,False,False,30,3,0.0,Low,2025-08-26,True
CON0262,CRE0404,Raycon,Finance & Investing,7,1,6,False,False,False,False,45,Unlimited,930.71,Medium,2025-06-06,True
CON0263,CRE0294,Robinhood,Music & Audio Production,7,2,5,True,False,False,True,45,2,1150.77,High,2025-10-09,True
CON0264,CRE0362,HelloFresh,Photography & Videography,7,3,4,True,False,False,True,90,1,1905.63,Critical,2025-05-27,True
CON0265,CRE0108,Manscaped,Finance & Investing,7,0,7,False,False,False,False,90,2,0.0,Low,2026-02-21,False
CON0266,CRE0238,Robinhood,Travel & Adventure,7,4,3,True,True,False,True,90,2,4352.33,Critical,2025-07-09,True
CON0267,CRE0106,Headspace,Home Decor & Interior Design,7,2,5,False,False,False,False,90,Unlimited,3199.63,High,2025-08-20,False
CON0268,CRE0027,Audible,Pet Care,7,0,7,True,False,False,False,90,Unlimited,0.0,Low,2025-07-20,False
CON0269,CRE0253,Magic Spoon,Photography & Videography,7,0,7,True,False,False,False,90,Unlimited,0.0,Low,2025-12-20,False
CON0270,CRE0199,Public,Language Learning,7,1,6,True,False,False,False,45,3,1986.86,Medium,2025-06-30,False
CON0271,CRE0146,Acorns,Travel & Adventure,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2025-03-30,True
CON0272,CRE0534,Dollar Shave Club,Music & Audio Production,7,3,4,False,False,False,False,30,1,3573.22,Critical,2025-05-04,False
CON0273,CRE0519,Blue Apron,Comedy & Entertainment,7,1,6,False,False,False,False,30,3,1145.6,Medium,2025-08-05,True
CON0274,CRE0530,Asana,Food & Cooking,7,1,6,False,False,False,False,30,2,1821.14,Medium,2025-04-25,True
CON0275,CRE0385,Skillshare,Comedy & Entertainment,7,4,3,False,False,False,False,90,1,4029.51,Critical,2026-02-02,False
CON0276,CRE0076,Magic Spoon,Education & Online Courses,7,2,5,True,False,False,True,90,2,1842.92,High,2025-04-16,False
CON0277,CRE0270,Headspace,Sustainable Living,7,1,6,False,False,False,True,30,Unlimited,1398.43,Medium,2025-10-05,False
CON0278,CRE0136,Public,Food & Cooking,7,4,3,False,False,False,False,60,Unlimited,6306.99,Critical,2025-11-26,True
CON0279,CRE0340,LastPass,Business & Entrepreneurship,7,4,3,True,True,False,True,90,2,4757.6,Critical,2025-11-05,True
CON0280,CRE0014,Toptal,Beauty & Fashion,7,2,5,False,False,False,True,90,2,2824.93,High,2025-06-08,False
CON0281,CRE0186,Dollar Shave Club,Gaming & Esports,7,0,7,True,False,False,False,60,2,0.0,Low,2025-06-05,True
CON0282,CRE0249,MasterClass,Science & Space,7,1,6,False,False,False,False,30,1,2260.04,Medium,2026-03-05,False
CON0283,CRE0130,Notion,Language Learning,7,4,3,False,False,False,False,90,Unlimited,9890.07,Critical,2025-10-11,False
CON0284,CRE0335,Squarespace,Education & Online Courses,7,2,5,False,False,False,True,60,Unlimited,3269.52,High,2025-10-28,True
CON0285,CRE0187,HelloFresh,Home Decor & Interior Design,7,2,5,True,False,False,False,90,Unlimited,732.25,High,2025-05-29,False
CON0286,CRE0471,Athletic Greens,Comedy & Entertainment,7,4,3,False,False,False,False,30,1,8131.5,Critical,2025-05-13,True
CON0287,CRE0313,Acorns,Education & Online Courses,7,0,7,True,False,False,False,90,2,0.0,Low,2025-08-14,True
CON0288,CRE0268,Public,Science & Space,7,1,6,False,False,False,False,90,1,683.84,Medium,2026-02-08,True
CON0289,CRE0058,Hover,Home Decor & Interior Design,7,2,5,False,False,False,False,30,Unlimited,1364.21,High,2025-04-13,True
CON0290,CRE0281,Athletic Greens,Beauty & Fashion,7,2,5,True,False,False,False,30,Unlimited,4974.62,High,2025-08-30,True
CON0291,CRE0206,NordVPN,Photography & Videography,7,4,3,False,True,False,True,30,Unlimited,1823.85,Critical,2025-11-14,True
CON0292,CRE0357,Robinhood,Food & Cooking,7,0,7,True,False,False,False,45,2,0.0,Low,2025-07-24,True
CON0293,CRE0432,MasterClass,Business & Entrepreneurship,7,1,6,False,False,False,False,30,Unlimited,2075.21,Medium,2025-03-21,True
CON0294,CRE0078,Skillshare,Sustainable Living,7,0,7,False,False,False,False,60,Unlimited,0.0,Low,2025-04-12,False
CON0295,CRE0437,HelloFresh,Parenting & Family,7,2,5,True,False,False,True,30,1,4917.17,High,2025-10-04,False
CON0296,CRE0438,Noom,Parenting & Family,7,1,6,True,False,False,False,45,1,1929.2,Medium,2025-07-28,True
CON0297,CRE0300,Headspace,Travel & Adventure,7,3,4,False,True,False,False,60,2,5409.0,Critical,2025-08-20,False
CON0298,CRE0445,LastPass,Travel & Adventure,7,2,5,False,False,False,True,30,Unlimited,2266.37,High,2025-09-12,True
CON0299,CRE0406,Athletic Greens,Science & Space,7,2,5,False,False,False,False,90,2,1469.04,High,2025-10-09,True
CON0300,CRE0326,NordVPN,Parenting & Family,7,1,6,True,False,False,False,60,3,635.96,Medium,2025-03-26,True
CON0301,CRE0335,Blue Apron,Finance & Investing,7,2,5,False,False,False,False,90,Unlimited,1426.68,High,2025-05-10,True
CON0302,CRE0260,Dollar Shave Club,Comedy & Entertainment,7,2,5,False,False,False,False,90,1,1860.6,High,2025-11-21,True
CON0303,CRE0171,Shopify,Science & Space,7,2,5,False,False,False,False,30,2,4125.75,High,2025-08-19,True
CON0304,CRE0466,Monday.com,Travel & Adventure,7,1,6,False,False,False,False,45,Unlimited,2263.95,Medium,2025-11-04,True
CON0305,CRE0569,Fiverr,Education & Online Courses,7,2,5,True,False,False,False,30,2,1385.49,High,2025-07-25,True
CON0306,CRE0325,Morning Brew,Business & Entrepreneurship,7,0,7,True,False,False,False,30,Unlimited,0.0,Low,2025-12-09,True
CON0307,CRE0445,Skillshare,Education & Online Courses,7,1,6,False,False,False,False,30,Unlimited,1859.82,Medium,2025-08-06,True
CON0308,CRE0275,Blue Apron,Language Learning,7,2,5,False,False,False,True,90,2,4544.85,High,2025-08-20,True
CON0309,CRE0596,ExpressVPN,Science & Space,7,1,6,False,False,False,False,90,Unlimited,2049.67,Medium,2025-11-02,True
CON0310,CRE0401,Robinhood,Personal Development,7,4,3,False,True,False,True,30,Unlimited,1541.74,Critical,2026-02-13,True
CON0311,CRE0428,Airtable,Education & Online Courses,7,0,7,False,False,False,False,30,2,0.0,Low,2025-10-23,False
CON0312,CRE0460,Factor Meals,Beauty & Fashion,7,3,4,True,False,False,False,30,Unlimited,1643.2,Critical,2025-11-19,True
CON0313,CRE0018,Codecademy,Pet Care,7,2,5,True,False,False,False,30,Unlimited,4409.16,High,2025-06-17,False
CON0314,CRE0460,Codecademy,Pet Care,7,4,3,True,True,False,False,30,Unlimited,3082.2,Critical,2025-11-06,True
CON0315,CRE0411,Fiverr,Technology & Software,7,4,3,True,False,False,False,45,2,8629.36,Critical,2025-09-10,False
CON0316,CRE0499,Headspace,Personal Development,7,2,5,False,False,False,False,90,Unlimited,3159.1,High,2025-09-28,False
CON0317,CRE0291,Grammarly,Sustainable Living,7,3,4,False,True,False,False,30,2,6131.65,Critical,2026-01-19,False
CON0318,CRE0487,Audible,Language Learning,7,3,4,True,False,False,False,60,Unlimited,5124.64,Critical,2025-09-21,False
CON0319,CRE0302,HelloFresh,Travel & Adventure,7,2,5,True,False,False,False,45,Unlimited,3316.5,High,2025-04-07,True
CON0320,CRE0110,Notion,Finance & Investing,7,1,6,True,False,False,False,45,2,2211.97,Medium,2026-01-03,True
CON0321,CRE0066,Raycon,Technology & Software,7,2,5,False,False,False,False,30,Unlimited,4175.33,High,2025-10-11,False
CON0322,CRE0003,Shopify,Business & Entrepreneurship,7,1,6,True,False,False,False,60,3,1489.33,Medium,2025-11-10,True
CON0323,CRE0508,Noom,Home Decor & Interior Design,7,4,3,True,False,False,True,30,1,5591.19,Critical,2025-04-18,False
CON0324,CRE0476,Skillshare,Parenting & Family,7,1,6,False,False,False,False,60,Unlimited,658.74,Medium,2026-03-08,False
CON0325,CRE0138,Fiverr,Comedy & Entertainment,7,1,6,False,False,False,False,60,1,1008.59,Medium,2025-04-17,False
CON0326,CRE0236,Grammarly,Personal Development,7,1,6,True,False,False,True,90,Unlimited,1585.88,Medium,2025-12-19,True
CON0327,CRE0073,MVMT Watches,Comedy & Entertainment,7,0,7,True,False,False,False,30,2,0.0,Low,2025-06-19,True
CON0328,CRE0123,Shopify,Comedy & Entertainment,7,1,6,True,False,False,False,30,1,2236.29,Medium,2026-01-23,True
CON0329,CRE0199,Brilliant,Parenting & Family,7,1,6,False,False,False,False,60,2,761.33,Medium,2025-12-15,True
CON0330,CRE0287,NordVPN,Travel & Adventure,7,2,5,False,False,False,True,60,1,754.82,High,2025-11-18,False
CON0331,CRE0364,Blue Apron,Gaming & Esports,7,3,4,True,False,False,True,30,3,7425.6,Critical,2025-06-22,True
CON0332,CRE0539,Magic Spoon,Food & Cooking,7,2,5,True,False,False,False,60,2,845.03,High,2026-01-04,True
CON0333,CRE0308,Acorns,Education & Online Courses,7,3,4,False,True,False,True,30,1,3480.01,Critical,2025-11-15,False
CON0334,CRE0082,Magic Spoon,Music & Audio Production,7,2,5,True,False,False,True,30,2,4652.34,High,2026-01-30,False
CON0335,CRE0546,Dollar Shave Club,Pet Care,7,1,6,True,False,False,True,30,2,789.11,Medium,2025-11-14,True
CON0336,CRE0263,Codecademy,Parenting & Family,7,2,5,False,False,False,False,45,Unlimited,1043.34,High,2026-01-02,False
CON0337,CRE0200,Airtable,Business & Entrepreneurship,7,1,6,False,False,False,False,30,Unlimited,1349.68,Medium,2025-05-22,True
CON0338,CRE0058,LastPass,Parenting & Family,7,1,6,True,False,False,False,30,Unlimited,938.95,Medium,2026-02-24,False
CON0339,CRE0463,Notion,Technology & Software,7,3,4,False,False,False,False,45,2,2271.94,Critical,2025-04-20,False
CON0340,CRE0599,MasterClass,Finance & Investing,7,1,6,False,False,False,False,45,1,1043.41,Medium,2025-07-09,True
CON0341,CRE0478,Acorns,Personal Development,7,4,3,True,True,False,True,30,2,7974.44,Critical,2025-06-27,False
CON0342,CRE0295,Factor Meals,Photography & Videography,7,2,5,False,False,False,False,90,2,1904.58,High,2025-05-27,True
CON0343,CRE0224,HelloFresh,Personal Development,7,4,3,True,False,False,False,45,1,5471.09,Critical,2025-08-22,False
CON0344,CRE0237,ExpressVPN,Parenting & Family,7,1,6,False,False,False,False,30,2,1125.71,Medium,2025-06-30,False
CON0345,CRE0314,Hover,Personal Development,7,2,5,False,False,False,False,30,Unlimited,4765.8,High,2025-10-11,False
CON0346,CRE0420,Notion,Language Learning,7,2,5,False,False,False,False,60,1,2975.39,High,2025-06-11,False
CON0347,CRE0339,Airtable,Comedy & Entertainment,7,0,7,True,False,False,False,60,Unlimited,0.0,Low,2025-08-28,False
CON0348,CRE0124,Toptal,Travel & Adventure,7,1,6,False,False,False,False,60,Unlimited,1503.97,Medium,2025-07-03,True
CON0349,CRE0003,Skillshare,Home Decor & Interior Design,7,2,5,True,False,False,True,30,Unlimited,3662.52,High,2025-06-07,True
CON0350,CRE0156,NordVPN,Pet Care,7,1,6,False,False,False,False,30,2,650.89,Medium,2025-07-19,False
CON0351,CRE0539,HelloFresh,Parenting & Family,7,0,7,False,False,False,False,45,2,0.0,Low,2026-01-01,False
CON0352,CRE0226,Robinhood,Gaming & Esports,7,4,3,False,False,False,False,30,2,3324.19,Critical,2025-08-14,False
CON0353,CRE0580,Monday.com,Home Decor & Interior Design,7,2,5,True,False,False,True,60,2,931.13,High,2025-08-15,False
CON0354,CRE0385,Hover,Gaming & Esports,7,2,5,False,False,False,False,30,1,1489.83,High,2025-12-31,False
CON0355,CRE0487,MasterClass,Gaming & Esports,7,1,6,True,False,False,True,90,Unlimited,2300.45,Medium,2025-08-29,False
CON0356,CRE0126,Robinhood,Business & Entrepreneurship,7,2,5,True,False,False,False,90,3,3159.68,High,2025-07-10,True
CON0357,CRE0445,HelloFresh,Personal Development,7,1,6,False,False,False,False,30,1,1163.05,Medium,2025-09-27,False
CON0358,CRE0045,HelloFresh,Sustainable Living,7,1,6,True,False,False,False,60,1,1034.5,Medium,2025-06-04,True
CON0359,CRE0430,Asana,Technology & Software,7,1,6,False,False,False,False,30,3,1252.58,Medium,2026-01-12,True
CON0360,CRE0540,HelloFresh,Beauty & Fashion,7,2,5,False,False,False,True,30,2,1055.95,High,2025-10-26,True
CON0361,CRE0513,Raycon,Home Decor & Interior Design,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2026-01-18,True
CON0362,CRE0152,Athletic Greens,Travel & Adventure,7,0,7,True,False,False,False,45,Unlimited,0.0,Low,2025-06-11,True
CON0363,CRE0309,Factor Meals,Gaming & Esports,7,2,5,True,False,False,True,90,2,1007.9,High,2025-10-27,False
CON0364,CRE0436,Robinhood,Technology & Software,7,3,4,True,False,False,False,60,3,1174.02,Critical,2025-06-20,True
CON0365,CRE0302,Skillshare,Technology & Software,7,4,3,False,False,False,True,30,3,4693.37,Critical,2026-01-07,True
CON0366,CRE0249,Blue Apron,Music & Audio Production,7,1,6,True,False,False,False,30,2,694.31,Medium,2026-01-29,False
CON0367,CRE0173,Toptal,Finance & Investing,7,2,5,True,False,False,True,30,Unlimited,3007.43,High,2025-12-24,True
CON0368,CRE0588,Robinhood,Science & Space,7,0,7,False,False,False,False,30,Unlimited,0.0,Low,2025-04-10,False
CON0369,CRE0360,Fiverr,Travel & Adventure,7,1,6,True,False,False,False,60,Unlimited,2050.98,Medium,2025-09-26,True
CON0370,CRE0581,Morning Brew,Pet Care,7,1,6,False,False,False,False,90,Unlimited,1811.44,Medium,2026-01-29,True
CON0371,CRE0373,Dollar Shave Club,Food & Cooking,7,3,4,True,False,False,False,30,1,2649.79,Critical,2025-08-02,True
CON0372,CRE0534,Acorns,Photography & Videography,7,3,4,True,True,False,False,30,Unlimited,6265.38,Critical,2026-01-01,True
CON0373,CRE0294,Blue Apron,Sustainable Living,7,1,6,False,False,False,False,90,Unlimited,1349.34,Medium,2025-09-23,False
CON0374,CRE0010,Betterment,Personal Development,7,3,4,True,True,False,True,45,2,3968.23,Critical,2025-08-03,True
CON0375,CRE0471,Brilliant,Food & Cooking,7,1,6,True,False,False,True,45,1,1627.72,Medium,2025-07-24,True
CON0376,CRE0023,Wix,Personal Development,7,0,7,False,False,False,False,60,Unlimited,0.0,Low,2025-07-25,True
CON0377,CRE0009,Magic Spoon,Home Decor & Interior Design,7,0,7,True,False,False,False,45,1,0.0,Low,2025-04-28,True
CON0378,CRE0073,Morning Brew,Business & Entrepreneurship,7,3,4,True,True,False,False,30,1,4896.8,Critical,2025-07-13,True
CON0379,CRE0144,Noom,Photography & Videography,7,0,7,True,False,False,False,30,1,0.0,Low,2025-04-18,False
CON0380,CRE0083,MVMT Watches,Parenting & Family,7,1,6,False,False,False,True,90,Unlimited,683.09,Medium,2025-12-16,True
CON0381,CRE0437,Betterment,Travel & Adventure,7,1,6,False,False,False,False,60,Unlimited,698.09,Medium,2025-11-27,True
CON0382,CRE0503,Athletic Greens,Sustainable Living,7,3,4,False,True,False,False,30,Unlimited,7495.49,Critical,2025-09-03,False
CON0383,CRE0074,Monday.com,Science & Space,7,1,6,False,False,False,True,30,Unlimited,1822.64,Medium,2025-07-28,False
CON0384,CRE0576,Raycon,Business & Entrepreneurship,7,1,6,True,False,False,False,90,1,1330.44,Medium,2025-09-19,False
CON0385,CRE0353,ExpressVPN,Personal Development,7,0,7,True,False,False,False,30,1,0.0,Low,2026-01-19,False
CON0386,CRE0477,Betterment,Education & Online Courses,7,2,5,True,False,False,False,90,Unlimited,4509.61,High,2026-02-15,False
CON0387,CRE0385,MVMT Watches,Language Learning,7,3,4,True,True,False,True,60,3,1649.89,Critical,2025-09-03,True
CON0388,CRE0139,LastPass,Gaming & Esports,7,4,3,True,False,False,True,30,Unlimited,8100.49,Critical,2026-02-05,False
CON0389,CRE0416,Acorns,Travel & Adventure,7,1,6,False,False,False,False,45,3,2240.85,Medium,2025-04-13,True
CON0390,CRE0425,ExpressVPN,Pet Care,7,4,3,False,True,False,False,30,3,2901.85,Critical,2025-09-29,True
CON0391,CRE0122,Athletic Greens,Science & Space,7,2,5,False,False,False,False,45,3,4045.99,High,2025-07-29,False
CON0392,CRE0332,Wix,Parenting & Family,7,2,5,False,False,False,True,30,Unlimited,4513.4,High,2025-05-02,True
CON0393,CRE0395,Factor Meals,Gaming & Esports,7,1,6,True,False,False,False,45,2,969.98,Medium,2025-04-03,False
CON0394,CRE0190,Headspace,Personal Development,7,0,7,True,False,False,False,45,Unlimited,0.0,Low,2026-01-28,False
CON0395,CRE0318,Headspace,Photography & Videography,7,2,5,True,False,False,True,90,2,2277.06,High,2025-06-18,True
CON0396,CRE0239,Athletic Greens,Pet Care,7,1,6,False,False,False,True,45,2,402.04,Medium,2025-07-21,True
CON0397,CRE0259,Morning Brew,Business & Entrepreneurship,7,1,6,False,False,False,True,30,1,1226.0,Medium,2025-09-13,False
CON0398,CRE0390,MasterClass,Business & Entrepreneurship,7,1,6,True,False,False,False,90,1,2314.2,Medium,2025-04-24,True
CON0399,CRE0038,Asana,Food & Cooking,7,0,7,False,False,False,False,90,2,0.0,Low,2025-07-14,True
CON0400,CRE0447,Magic Spoon,Education & Online Courses,7,1,6,False,False,False,False,90,Unlimited,807.06,Medium,2025-04-28,True
CON0401,CRE0271,Magic Spoon,Language Learning,7,1,6,False,False,False,False,30,3,594.42,Medium,2025-07-09,False
CON0402,CRE0313,Calm,Music & Audio Production,7,2,5,True,False,False,False,30,3,795.77,High,2026-01-22,True
CON0403,CRE0424,MVMT Watches,Education & Online Courses,7,1,6,False,False,False,False,90,3,1024.37,Medium,2025-09-07,True
CON0404,CRE0533,Dollar Shave Club,Gaming & Esports,7,1,6,False,False,False,False,90,Unlimited,1319.19,Medium,2025-04-07,False
CON0405,CRE0344,Raycon,Finance & Investing,7,1,6,True,False,False,False,45,2,626.33,Medium,2025-03-23,True
CON0406,CRE0170,Robinhood,Home Decor & Interior Design,7,0,7,True,False,False,False,30,3,0.0,Low,2025-12-16,True
CON0407,CRE0118,Manscaped,Food & Cooking,7,1,6,True,False,False,False,45,2,410.58,Medium,2026-02-23,True
CON0408,CRE0172,Magic Spoon,Beauty & Fashion,7,0,7,False,False,False,False,45,2,0.0,Low,2025-04-27,True
CON0409,CRE0163,ExpressVPN,Business & Entrepreneurship,7,0,7,False,False,False,False,90,1,0.0,Low,2025-12-18,True
CON0410,CRE0473,Asana,Finance & Investing,7,0,7,True,False,False,False,90,1,0.0,Low,2025-03-28,True
CON0411,CRE0245,Wix,Pet Care,7,4,3,False,True,False,False,30,Unlimited,7015.46,Critical,2026-01-12,True
CON0412,CRE0562,Codecademy,Science & Space,7,2,5,True,False,False,True,90,3,2354.06,High,2025-10-13,True
CON0413,CRE0300,Toptal,Personal Development,7,0,7,False,False,False,False,60,Unlimited,0.0,Low,2025-08-13,False
CON0414,CRE0097,NordVPN,Education & Online Courses,7,1,6,True,False,False,False,30,3,2450.6,Medium,2025-06-14,False
CON0415,CRE0385,Athletic Greens,Pet Care,7,2,5,False,False,False,True,45,2,4780.93,High,2025-09-22,False
CON0416,CRE0138,Blue Apron,Home Decor & Interior Design,7,4,3,False,False,False,True,90,1,3443.16,Critical,2025-11-18,False
CON0417,CRE0422,Airtable,Technology & Software,7,1,6,False,False,False,False,30,1,324.9,Medium,2025-07-07,False
CON0418,CRE0499,Robinhood,Food & Cooking,7,0,7,True,False,False,False,30,3,0.0,Low,2025-06-17,False
CON0419,CRE0090,Audible,Comedy & Entertainment,7,2,5,False,False,False,False,30,2,4045.56,High,2025-12-07,True
CON0420,CRE0538,Canva,Music & Audio Production,7,1,6,False,False,False,False,60,1,871.07,Medium,2025-07-22,True
CON0421,CRE0144,Athletic Greens,Food & Cooking,7,2,5,False,False,False,True,90,Unlimited,2809.82,High,2025-11-02,False
CON0422,CRE0155,Audible,Music & Audio Production,7,3,4,False,True,False,False,90,2,5591.17,Critical,2025-08-27,False
CON0423,CRE0355,Calm,Travel & Adventure,7,2,5,False,False,False,False,30,2,4808.2,High,2025-07-03,False
CON0424,CRE0067,Public,Photography & Videography,7,2,5,False,False,False,True,90,3,3107.52,High,2026-02-03,True
CON0425,CRE0524,Grammarly,Technology & Software,7,1,6,False,False,False,False,45,Unlimited,811.45,Medium,2025-04-15,True
CON0426,CRE0267,Magic Spoon,Beauty & Fashion,7,2,5,True,False,False,True,30,2,3628.1,High,2025-10-31,False
CON0427,CRE0164,Calm,Photography & Videography,7,1,6,False,False,False,False,45,2,1206.58,Medium,2025-05-02,False
CON0428,CRE0082,Factor Meals,Food & Cooking,7,2,5,True,False,False,False,30,2,4329.9,High,2025-08-29,False
CON0429,CRE0480,Blue Apron,Personal Development,7,3,4,True,False,False,False,30,2,5315.06,Critical,2025-08-29,True
CON0430,CRE0458,Toptal,Food & Cooking,7,1,6,False,False,False,False,90,1,1566.33,Medium,2025-12-22,True
CON0431,CRE0267,Headspace,Parenting & Family,7,4,3,True,False,False,True,90,Unlimited,9771.28,Critical,2025-08-05,False
CON0432,CRE0310,Codecademy,Parenting & Family,7,3,4,False,True,False,True,90,Unlimited,1908.48,Critical,2025-08-08,True
CON0433,CRE0009,Factor Meals,Finance & Investing,7,2,5,False,False,False,True,30,1,1551.77,High,2026-03-18,False
CON0434,CRE0597,Manscaped,Science & Space,7,3,4,False,True,False,False,30,3,6283.27,Critical,2025-05-30,False
CON0435,CRE0057,Squarespace,Home Decor & Interior Design,7,3,4,True,False,False,False,45,2,1982.1,Critical,2025-03-30,True
CON0436,CRE0566,Grammarly,Beauty & Fashion,7,2,5,False,False,False,True,30,Unlimited,2055.51,High,2025-10-21,True
CON0437,CRE0498,Betterment,Travel & Adventure,7,4,3,False,False,False,True,30,2,3259.79,Critical,2025-06-26,False
CON0438,CRE0107,Brilliant,Beauty & Fashion,7,2,5,False,False,False,False,90,1,2728.83,High,2025-12-02,False
CON0439,CRE0584,Public,Parenting & Family,7,2,5,False,False,False,False,45,1,3357.31,High,2026-01-14,True
CON0440,CRE0055,Calm,Technology & Software,7,4,3,False,False,False,False,90,2,3796.26,Critical,2025-09-28,True
CON0441,CRE0544,Airtable,Pet Care,7,4,3,True,True,False,True,90,2,7388.7,Critical,2026-02-26,False
CON0442,CRE0576,Noom,Photography & Videography,7,4,3,False,True,False,True,30,2,9954.63,Critical,2025-09-21,False
CON0443,CRE0370,Skillshare,Personal Development,7,0,7,True,False,False,False,90,Unlimited,0.0,Low,2025-09-24,True
CON0444,CRE0167,HelloFresh,Business & Entrepreneurship,7,2,5,True,False,False,False,60,3,3360.19,High,2026-02-23,False
CON0445,CRE0177,Monday.com,Photography & Videography,7,1,6,True,False,False,False,30,3,588.86,Medium,2025-11-01,True
