product_id,creator_id,product_name,niche,product_type,price_usd,market_price_usd,price_gap_pct,units_sold,total_revenue_usd,conversion_rate,platform_sold_on,launch_date,creator_follower_tier,creator_niche,has_affiliate_programme,affiliate_commission_pct,rating,review_count
PRD00415,CRE0444,Science Course,Science & Space,Preset Pack,255.98,200.8,-27.5,11053,2829346.94,0.0261,Own Website,2025-09-25,Mid,Science & Space,False,0.19,3.7,451
PRD00416,CRE0241,Sleep Schedule Guide,Parenting & Family,Guide,135.25,97.13,-39.2,1299,175689.75,0.0164,Podia,2024-09-18,Mid,Parenting & Family,False,0.0,3.8,393
PRD00417,CRE0589,Pro Settings Pack,Gaming & Esports,Bundle,180.33,122.27,-47.5,13040,2351503.2,0.0205,Own Website,2025-12-17,Macro,Gaming & Esports,False,0.15,4.8,163
PRD00418,CRE0370,Confidence Course,Personal Development,Bundle,51.56,46.16,-11.7,270,13921.2,0.0718,Podia,2026-01-27,Micro,Personal Development,False,0.27,3.5,63
PRD00419,CRE0191,Stream Setup Checklist,Gaming & Esports,Preset Pack,176.39,201.18,12.3,4077,719142.03,0.0671,Etsy,2025-01-14,Macro,Gaming & Esports,True,0.32,4.8,404
PRD00420,CRE0183,Script Template,Comedy & Entertainment,Course,105.16,143.34,26.6,12941,1360875.56,0.0633,Podia,2025-07-26,Macro,Comedy & Entertainment,True,0.15,4.9,113
PRD00421,CRE0573,Editing Course,Photography & Videography,Course,174.35,190.38,8.4,16234,2830397.9,0.0284,Gumroad,2025-04-18,Mid,Photography & Videography,False,0.33,3.9,133
PRD00422,CRE0596,Lightroom Preset Pack,Photography & Videography,Template,81.13,65.93,-23.1,1267,102791.71,0.0239,Teachable,2025-02-23,Micro,Photography & Videography,True,0.0,4.0,201
PRD00423,CRE0244,Room Planning Guide,Home Decor & Interior Design,Bundle,65.35,55.05,-18.7,1455,95084.25,0.0765,Podia,2024-06-26,Micro,Home Decor & Interior Design,False,0.0,4.9,136
PRD00424,CRE0490,Capsule Wardrobe Guide,Beauty & Fashion,eBook,21.58,35.33,38.9,186,4013.88,0.0613,Teachable,2024-07-31,Micro,Beauty & Fashion,False,0.0,4.8,269
PRD00425,CRE0453,Pet Nutrition Sheet,Pet Care,Course,266.46,196.39,-35.7,3457,921152.22,0.0628,Teachable,2025-09-21,Mid,Pet Care,True,0.0,4.6,261
PRD00426,CRE0085,Family Budget Sheet,Parenting & Family,Preset Pack,127.71,91.16,-40.1,4138,528463.98,0.053,Podia,2024-07-18,Mid,Parenting & Family,False,0.0,4.9,3
PRD00427,CRE0071,Notion Template Pack,Technology & Software,Template,17.97,30.63,41.3,2325,41780.25,0.066,Gumroad,2025-02-06,Micro,Technology & Software,False,0.0,3.6,104
PRD00428,CRE0434,Science Course,Science & Space,Bundle,188.15,190.33,1.1,8705,1637845.75,0.0695,Patreon,2024-11-01,Mid,Science & Space,False,0.19,4.1,382
PRD00429,CRE0137,Investment Tracker,Finance & Investing,Template,29.72,49.25,39.7,2977,88476.44,0.0665,Gumroad,2024-07-05,Micro,Finance & Investing,True,0.0,3.7,430
PRD00430,CRE0414,Options Playbook,Finance & Investing,Guide,33.92,53.61,36.7,1013,34360.96,0.0216,Patreon,2025-07-14,Mid,Finance & Investing,True,0.15,3.8,179
PRD00431,CRE0392,Sustainability Tracker,Sustainable Living,Preset Pack,16.13,28.12,42.6,359,5790.67,0.0698,Own Website,2025-06-26,Micro,Sustainable Living,True,0.22,4.3,93
PRD00432,CRE0187,Vocabulary Flash Cards,Language Learning,Template,98.0,70.87,-38.3,10788,1057224.0,0.0748,Etsy,2025-02-15,Mid,Language Learning,True,0.36,4.9,375
PRD00433,CRE0209,Lab Notebook Template,Science & Space,Course,103.55,122.08,15.2,19839,2054328.45,0.0699,Own Website,2025-09-23,Mid,Science & Space,False,0.0,3.7,371
PRD00434,CRE0597,Study Schedule,Language Learning,Bundle,84.01,67.62,-24.2,1828,153570.28,0.0226,Gumroad,2025-06-19,Micro,Language Learning,True,0.23,3.7,169
PRD00435,CRE0101,Portfolio Template,Photography & Videography,Template,45.49,77.71,41.5,13675,622075.75,0.0191,Teachable,2024-04-16,Mid,Photography & Videography,False,0.32,3.6,96
PRD00436,CRE0527,Pro Settings Pack,Gaming & Esports,Course,372.69,398.42,6.5,13368,4982119.92,0.0585,Etsy,2025-04-04,Macro,Gaming & Esports,True,0.22,3.6,428
PRD00437,CRE0096,VS Code Setup Guide,Technology & Software,eBook,9.62,11.63,17.3,118,1135.16,0.0768,Etsy,2025-10-24,Nano,Technology & Software,True,0.32,4.4,178
PRD00438,CRE0096,Budget Spreadsheet,Finance & Investing,Guide,85.25,61.32,-39.0,1349,115002.25,0.0581,Gumroad,2025-08-12,Micro,Finance & Investing,True,0.0,4.4,374
PRD00439,CRE0413,Capsule Wardrobe Guide,Beauty & Fashion,eBook,40.42,58.34,30.7,899,36337.58,0.0181,Etsy,2025-04-14,Micro,Beauty & Fashion,True,0.0,4.4,16
PRD00440,CRE0550,Grammar Cheat Sheet,Language Learning,eBook,133.43,100.9,-32.2,3353,447390.79,0.0366,Patreon,2024-10-18,Mid,Language Learning,True,0.36,4.7,397
PRD00441,CRE0154,Habit Tracker Notion,Personal Development,Guide,22.04,23.32,5.5,1662,36630.48,0.0329,Teachable,2024-08-03,Micro,Personal Development,False,0.0,4.8,302
PRD00442,CRE0509,Exam Prep Kit,Education & Online Courses,eBook,941.33,679.97,-38.4,69995,65888393.35,0.019,Gumroad,2025-11-06,Mega,Education & Online Courses,True,0.14,3.9,217
PRD00443,CRE0433,Beat Making Course,Music & Audio Production,eBook,31.7,57.8,45.2,228,7227.6,0.0437,Teachable,2024-05-13,Micro,Music & Audio Production,True,0.27,3.9,85
PRD00444,CRE0008,Dev Roadmap PDF,Technology & Software,Template,31.71,41.8,24.1,3981,126237.51,0.0283,Patreon,2024-08-28,Mid,Technology & Software,False,0.0,3.6,8
PRD00445,CRE0177,Vocal Warm-Up Guide,Music & Audio Production,Template,250.59,438.53,42.9,138767,34773622.53,0.036,Teachable,2025-05-28,Mega,Music & Audio Production,False,0.14,4.7,236
PRD00446,CRE0093,Astronomy Guide PDF,Science & Space,Bundle,29.94,24.01,-24.7,906,27125.64,0.0415,Etsy,2024-12-26,Micro,Science & Space,False,0.26,4.3,415
PRD00447,CRE0341,Vocal Warm-Up Guide,Music & Audio Production,eBook,36.85,48.14,23.5,1078,39724.3,0.0423,Gumroad,2024-11-08,Micro,Music & Audio Production,False,0.0,4.3,141
PRD00448,CRE0509,Plant-Based Recipe Book,Sustainable Living,eBook,53.86,52.5,-2.6,804,43303.44,0.0401,Etsy,2024-12-03,Micro,Sustainable Living,True,0.2,5.0,411
PRD00449,CRE0033,Learning Roadmap,Education & Online Courses,eBook,153.02,163.71,6.5,1864,285229.28,0.0698,Teachable,2024-04-07,Mid,Education & Online Courses,False,0.13,4.9,320
PRD00450,CRE0277,Budget Spreadsheet,Finance & Investing,Guide,139.61,106.47,-31.1,1639,228820.79,0.0486,Gumroad,2025-10-16,Mid,Finance & Investing,False,0.0,5.0,33
PRD00451,CRE0204,Reading Log PDF,Parenting & Family,Bundle,10.96,8.2,-33.7,186,2038.56,0.0257,Own Website,2024-05-24,Nano,Parenting & Family,False,0.34,4.1,284
PRD00452,CRE0528,Room Planning Guide,Home Decor & Interior Design,Preset Pack,122.73,108.82,-12.8,12383,1519765.59,0.0406,Own Website,2024-10-20,Mid,Home Decor & Interior Design,False,0.37,5.0,228
PRD00453,CRE0421,Budget Spreadsheet,Finance & Investing,eBook,188.7,195.69,3.6,7744,1461292.8,0.022,Etsy,2024-06-18,Mid,Finance & Investing,True,0.3,3.9,435
PRD00454,CRE0551,Dog Training Guide,Pet Care,Guide,51.81,51.59,-0.4,1684,87248.04,0.0411,Patreon,2024-04-10,Micro,Pet Care,False,0.25,4.7,435
PRD00455,CRE0383,Flight Deal Tracker,Travel & Adventure,Bundle,200.73,145.73,-37.7,18427,3698851.71,0.0788,Gumroad,2025-08-20,Macro,Travel & Adventure,True,0.0,3.5,276
PRD00456,CRE0512,Dev Roadmap PDF,Technology & Software,Preset Pack,52.59,64.5,18.5,12117,637233.03,0.0754,Own Website,2025-08-24,Mid,Technology & Software,False,0.28,4.1,462
PRD00457,CRE0595,Journal Prompts PDF,Personal Development,Bundle,79.34,131.06,39.5,8758,694859.72,0.0281,Gumroad,2024-06-17,Mid,Personal Development,False,0.25,4.3,127
PRD00458,CRE0047,Clip Editing Template,Gaming & Esports,Guide,36.39,36.08,-0.9,2424,88209.36,0.0227,Podia,2026-01-03,Micro,Gaming & Esports,False,0.21,4.3,368
PRD00459,CRE0417,Launch Checklist,Business & Entrepreneurship,Course,28.52,43.97,35.1,7283,207711.16,0.0632,Own Website,2025-12-24,Mid,Business & Entrepreneurship,True,0.0,5.0,491
PRD00460,CRE0436,Editing Course,Photography & Videography,eBook,39.01,40.54,3.8,14510,566035.1,0.0521,Own Website,2024-05-27,Mid,Photography & Videography,True,0.0,3.6,424
PRD00461,CRE0001,Baking Masterclass,Food & Cooking,Course,466.28,332.18,-40.4,9573,4463698.44,0.0433,Etsy,2025-05-10,Macro,Food & Cooking,True,0.0,3.9,284
PRD00462,CRE0297,Habit Tracker Notion,Personal Development,Course,117.34,168.36,30.3,1744,204640.96,0.0122,Gumroad,2024-10-02,Mid,Personal Development,False,0.12,4.6,247
PRD00463,CRE0082,Flight Deal Tracker,Travel & Adventure,Bundle,64.27,41.12,-56.3,969,62277.63,0.0202,Teachable,2024-12-22,Micro,Travel & Adventure,False,0.4,4.7,429
PRD00464,CRE0320,Sleep Schedule Guide,Parenting & Family,Guide,83.97,61.13,-37.4,1976,165924.72,0.0533,Podia,2025-06-12,Micro,Parenting & Family,False,0.36,4.0,301
PRD00465,CRE0360,Cold Email Scripts,Business & Entrepreneurship,eBook,437.94,367.17,-19.3,9328,4085104.32,0.0367,Gumroad,2024-05-03,Macro,Business & Entrepreneurship,False,0.0,4.5,31
PRD00466,CRE0008,Portfolio Template,Photography & Videography,eBook,54.63,87.56,37.6,3534,193062.42,0.0139,Gumroad,2025-07-29,Mid,Photography & Videography,False,0.19,5.0,128
PRD00467,CRE0015,Pro Settings Pack,Gaming & Esports,Course,56.92,50.42,-12.9,758,43145.36,0.0405,Teachable,2024-08-31,Micro,Gaming & Esports,False,0.25,4.2,275
PRD00468,CRE0134,Financial Freedom Course,Finance & Investing,Preset Pack,62.69,64.28,2.5,5499,344732.31,0.0383,Etsy,2025-04-13,Mid,Finance & Investing,False,0.0,3.9,55
PRD00469,CRE0490,Improv Exercise Pack,Comedy & Entertainment,Preset Pack,101.75,138.53,26.6,5225,531643.75,0.0659,Patreon,2025-05-31,Mid,Comedy & Entertainment,False,0.0,3.7,161
PRD00470,CRE0007,City Guide Pack,Travel & Adventure,Guide,10.57,11.5,8.1,48,507.36,0.0372,Gumroad,2024-05-19,Nano,Travel & Adventure,True,0.25,4.1,364
PRD00471,CRE0169,Green Home Guide,Sustainable Living,Preset Pack,24.03,49.6,51.6,565,13576.95,0.0386,Podia,2024-12-13,Micro,Sustainable Living,True,0.0,3.7,84
PRD00472,CRE0173,VS Code Setup Guide,Technology & Software,Course,112.8,98.47,-14.6,4308,485942.4,0.0345,Teachable,2025-12-29,Mid,Technology & Software,True,0.0,3.7,285
PRD00473,CRE0202,Portfolio Template,Photography & Videography,eBook,50.76,52.5,3.3,744,37765.44,0.0337,Gumroad,2024-08-15,Micro,Photography & Videography,True,0.15,4.6,229
PRD00474,CRE0171,DIY Tutorial Bundle,Home Decor & Interior Design,Bundle,178.18,202.45,12.0,4936,879496.48,0.0565,Etsy,2026-01-08,Mid,Home Decor & Interior Design,True,0.0,4.7,275
PRD00475,CRE0200,Script Template,Comedy & Entertainment,eBook,134.26,118.57,-13.2,4456,598262.56,0.033,Podia,2025-12-29,Macro,Comedy & Entertainment,True,0.0,4.3,424
PRD00476,CRE0486,Colour Analysis Guide,Beauty & Fashion,Guide,103.07,88.2,-16.9,533,54936.31,0.0711,Teachable,2025-06-13,Mid,Beauty & Fashion,True,0.2,3.8,130
PRD00477,CRE0329,Cold Email Scripts,Business & Entrepreneurship,Template,42.5,44.63,4.8,1556,66130.0,0.0175,Patreon,2026-01-05,Micro,Business & Entrepreneurship,True,0.0,4.2,257
PRD00478,CRE0493,Goal Setting Workbook,Personal Development,Guide,628.34,530.15,-18.5,28684,18023304.56,0.0314,Patreon,2025-02-04,Macro,Personal Development,True,0.13,4.8,348
PRD00479,CRE0461,Colour Analysis Guide,Beauty & Fashion,Template,72.74,56.19,-29.5,57,4146.18,0.049,Own Website,2024-11-05,Micro,Beauty & Fashion,True,0.0,4.7,77
PRD00480,CRE0125,Baking Masterclass,Food & Cooking,eBook,243.38,193.15,-26.0,8828,2148558.64,0.0248,Gumroad,2024-08-15,Mid,Food & Cooking,True,0.0,3.8,1
PRD00481,CRE0012,Budget Spreadsheet,Finance & Investing,Guide,48.54,47.5,-2.2,12673,615147.42,0.06,Gumroad,2024-07-21,Mid,Finance & Investing,False,0.0,4.1,47
PRD00482,CRE0142,Room Planning Guide,Home Decor & Interior Design,Template,212.03,204.52,-3.7,13566,2876398.98,0.0648,Teachable,2025-10-03,Macro,Home Decor & Interior Design,False,0.39,4.0,346
PRD00483,CRE0021,Recipe eBook,Food & Cooking,Preset Pack,12.57,15.59,19.4,30,377.1,0.0684,Gumroad,2025-02-21,Nano,Food & Cooking,False,0.37,4.1,137
PRD00484,CRE0409,Itinerary Bundle,Travel & Adventure,Guide,37.81,23.93,-58.0,116,4385.96,0.0479,Own Website,2024-06-29,Nano,Travel & Adventure,False,0.24,4.3,7
PRD00485,CRE0553,Beat Making Course,Music & Audio Production,Bundle,133.75,123.25,-8.5,4743,634376.25,0.0111,Own Website,2024-11-13,Mid,Music & Audio Production,True,0.4,4.5,248
PRD00486,CRE0466,Travel Hacking Guide,Travel & Adventure,Preset Pack,12.66,10.05,-26.0,8,101.28,0.0402,Own Website,2025-03-21,Nano,Travel & Adventure,True,0.0,4.0,40
PRD00487,CRE0142,Dog Training Guide,Pet Care,Bundle,39.62,53.1,25.4,6802,269495.24,0.0594,Teachable,2026-02-04,Mid,Pet Care,False,0.34,3.6,344
PRD00488,CRE0376,Cat Behaviour PDF,Pet Care,Course,40.97,36.97,-10.8,870,35643.9,0.0137,Etsy,2024-12-14,Micro,Pet Care,True,0.2,3.9,248
PRD00489,CRE0225,AI Prompts Bundle,Technology & Software,Preset Pack,79.36,62.15,-27.7,891,70709.76,0.0144,Teachable,2025-05-01,Mid,Technology & Software,False,0.0,3.6,87
PRD00490,CRE0188,Note-Taking Bundle,Education & Online Courses,Template,58.4,40.3,-44.9,236,13782.4,0.0556,Patreon,2025-08-30,Micro,Education & Online Courses,False,0.17,3.7,214
PRD00491,CRE0381,City Guide Pack,Travel & Adventure,eBook,246.56,293.21,15.9,32040,7899782.4,0.0164,Own Website,2025-10-28,Macro,Travel & Adventure,True,0.37,3.7,417
PRD00492,CRE0322,Travel Hacking Guide,Travel & Adventure,Preset Pack,18.04,20.41,11.6,57,1028.28,0.0424,Gumroad,2025-06-02,Micro,Travel & Adventure,True,0.18,4.6,334
PRD00493,CRE0353,Flight Deal Tracker,Travel & Adventure,Template,89.55,83.35,-7.4,6525,584313.75,0.0706,Own Website,2025-05-15,Mid,Travel & Adventure,False,0.0,4.2,59
PRD00494,CRE0047,Astronomy Guide PDF,Science & Space,Template,462.81,420.12,-10.2,167668,77598427.08,0.0125,Teachable,2025-02-22,Mega,Science & Space,False,0.0,3.8,239
PRD00495,CRE0446,Colour Palette Pack,Home Decor & Interior Design,eBook,716.88,927.72,22.7,33426,23962430.88,0.0703,Patreon,2025-09-28,Mega,Home Decor & Interior Design,False,0.28,3.8,367
PRD00496,CRE0049,Cold Email Scripts,Business & Entrepreneurship,Course,617.86,451.09,-37.0,21050,13005953.0,0.0741,Teachable,2025-09-23,Macro,Business & Entrepreneurship,True,0.23,3.9,25
PRD00497,CRE0044,Improv Exercise Pack,Comedy & Entertainment,Bundle,133.17,102.42,-30.0,4603,612981.51,0.0636,Patreon,2024-07-06,Mid,Comedy & Entertainment,False,0.3,4.4,455
PRD00498,CRE0173,Lightroom Preset Pack,Photography & Videography,Preset Pack,479.39,791.94,39.5,35518,17026974.02,0.0372,Gumroad,2024-09-16,Mega,Photography & Videography,False,0.21,3.9,418
PRD00499,CRE0081,Business Plan Template,Business & Entrepreneurship,Course,92.63,64.27,-44.1,1495,138481.85,0.0702,Gumroad,2024-05-09,Mid,Business & Entrepreneurship,False,0.0,4.6,93
PRD00500,CRE0363,Beat Making Course,Music & Audio Production,Preset Pack,20.39,33.6,39.3,422,8604.58,0.0516,Patreon,2024-05-08,Micro,Music & Audio Production,False,0.37,4.5,424
PRD00501,CRE0220,Itinerary Bundle,Travel & Adventure,Bundle,8.97,13.77,34.9,30,269.1,0.0188,Gumroad,2024-04-20,Nano,Travel & Adventure,False,0.0,4.3,320
PRD00502,CRE0073,Meal Prep Guide,Food & Cooking,eBook,592.38,512.68,-15.5,50951,30182353.38,0.0132,Gumroad,2025-04-20,Mega,Food & Cooking,False,0.27,4.4,329
PRD00503,CRE0199,Crypto Guide,Finance & Investing,Guide,181.4,143.9,-26.1,5190,941466.0,0.0576,Teachable,2024-10-28,Mid,Finance & Investing,False,0.39,4.1,115
PRD00504,CRE0134,Budget Spreadsheet,Finance & Investing,Bundle,67.3,63.31,-6.3,178,11979.4,0.0366,Etsy,2024-12-05,Micro,Finance & Investing,False,0.0,4.3,94
PRD00505,CRE0048,VS Code Setup Guide,Technology & Software,Course,93.03,171.03,45.6,431,40095.93,0.0727,Etsy,2025-05-24,Mid,Technology & Software,True,0.39,4.3,211
PRD00506,CRE0343,Goal Setting Workbook,Personal Development,Guide,25.49,20.58,-23.9,807,20570.43,0.0783,Own Website,2025-06-29,Micro,Personal Development,False,0.0,4.3,95
PRD00507,CRE0379,Packing List PDF,Travel & Adventure,Course,92.13,106.34,13.4,1306,120321.78,0.0586,Own Website,2025-06-30,Mid,Travel & Adventure,True,0.0,4.2,237
PRD00508,CRE0176,Financial Freedom Course,Finance & Investing,eBook,28.88,53.51,46.0,1095,31623.6,0.0553,Teachable,2025-12-01,Micro,Finance & Investing,True,0.37,4.6,351
PRD00509,CRE0172,Beat Making Course,Music & Audio Production,Preset Pack,24.52,42.9,42.8,391,9587.32,0.0583,Patreon,2025-07-13,Micro,Music & Audio Production,True,0.0,4.3,362
PRD00510,CRE0283,AI Prompts Bundle,Technology & Software,Course,160.54,199.61,19.6,16235,2606366.9,0.0729,Teachable,2025-08-22,Macro,Technology & Software,True,0.4,3.7,369
PRD00511,CRE0286,Eco Swap Checklist,Sustainable Living,Preset Pack,13.13,18.61,29.4,18,236.34,0.0294,Etsy,2025-07-30,Nano,Sustainable Living,True,0.36,4.6,33
PRD00512,CRE0135,Lab Notebook Template,Science & Space,Template,30.69,53.9,43.1,2224,68254.56,0.0587,Patreon,2024-10-29,Mid,Science & Space,False,0.36,3.7,448
PRD00513,CRE0237,Meal Prep Guide,Food & Cooking,Bundle,30.55,53.09,42.5,362,11059.1,0.0677,Podia,2025-03-06,Micro,Food & Cooking,False,0.0,4.9,49
PRD00514,CRE0163,Cat Behaviour PDF,Pet Care,Guide,65.11,54.33,-19.8,57,3711.27,0.0706,Patreon,2024-04-29,Micro,Pet Care,True,0.0,4.7,134
PRD00515,CRE0428,Portfolio Template,Photography & Videography,Bundle,186.28,127.39,-46.2,439,81776.92,0.0384,Podia,2025-03-31,Macro,Photography & Videography,True,0.0,4.6,476
PRD00516,CRE0194,Capsule Wardrobe Guide,Beauty & Fashion,Preset Pack,104.06,117.94,11.8,9659,1005115.54,0.0237,Etsy,2025-01-26,Mid,Beauty & Fashion,False,0.0,4.0,309
PRD00517,CRE0569,Script Template,Comedy & Entertainment,Preset Pack,156.29,101.22,-54.4,5983,935083.07,0.0744,Teachable,2025-03-05,Mid,Comedy & Entertainment,False,0.13,4.3,262
PRD00518,CRE0390,Automation Course,Technology & Software,Course,115.0,149.52,23.1,6397,735655.0,0.0521,Etsy,2026-02-16,Mid,Technology & Software,True,0.34,4.8,368
PRD00519,CRE0542,Styling Checklist,Home Decor & Interior Design,Bundle,570.16,428.78,-33.0,5490,3130178.4,0.0154,Podia,2025-03-28,Mega,Home Decor & Interior Design,True,0.0,4.6,189
PRD00520,CRE0205,Study Schedule,Language Learning,Course,314.35,282.81,-11.2,33395,10497718.25,0.0741,Etsy,2025-02-25,Macro,Language Learning,False,0.0,4.2,438
PRD00521,CRE0587,Pricing Playbook,Business & Entrepreneurship,Course,22.63,33.78,33.0,435,9844.05,0.0588,Own Website,2024-03-27,Micro,Business & Entrepreneurship,False,0.34,3.8,204
PRD00522,CRE0122,Colour Analysis Guide,Beauty & Fashion,Course,127.26,170.47,25.3,6116,778322.16,0.0358,Etsy,2025-11-11,Mid,Beauty & Fashion,False,0.0,4.7,26
PRD00523,CRE0469,Launch Checklist,Business & Entrepreneurship,Template,143.43,97.54,-47.0,6636,951801.48,0.0389,Gumroad,2026-01-21,Mid,Business & Entrepreneurship,True,0.0,4.5,374
PRD00524,CRE0287,Fermentation Guide,Food & Cooking,Preset Pack,121.89,139.48,12.6,15608,1902459.12,0.0246,Etsy,2026-01-21,Macro,Food & Cooking,False,0.25,4.2,136
PRD00525,CRE0474,Zero-Waste Starter Guide,Sustainable Living,Bundle,25.91,26.67,2.8,1617,41896.47,0.0256,Etsy,2025-06-17,Micro,Sustainable Living,False,0.2,3.8,239
PRD00526,CRE0532,Budget Spreadsheet,Finance & Investing,Preset Pack,25.4,21.0,-21.0,96,2438.4,0.0357,Gumroad,2026-01-12,Micro,Finance & Investing,True,0.0,3.7,438
PRD00527,CRE0542,Game Guide PDF,Gaming & Esports,Preset Pack,40.16,54.82,26.7,497,19959.52,0.0743,Patreon,2025-04-30,Micro,Gaming & Esports,True,0.15,3.6,62
PRD00528,CRE0383,Research Template,Education & Online Courses,Guide,113.94,101.03,-12.8,6727,766474.38,0.0272,Teachable,2024-07-27,Mid,Education & Online Courses,True,0.14,3.7,354
PRD00529,CRE0233,Grammar Cheat Sheet,Language Learning,Bundle,77.3,69.15,-11.8,3937,304330.1,0.0348,Podia,2024-07-29,Mid,Language Learning,True,0.39,4.2,46
PRD00530,CRE0160,Automation Course,Technology & Software,Bundle,1056.77,861.92,-22.6,4516,4772373.32,0.011,Gumroad,2024-07-24,Mega,Technology & Software,False,0.39,5.0,113
PRD00531,CRE0333,Pet First Aid Guide,Pet Care,Bundle,164.9,121.95,-35.2,2866,472603.4,0.0382,Teachable,2024-10-10,Mid,Pet Care,True,0.0,5.0,493
PRD00532,CRE0189,Note-Taking Bundle,Education & Online Courses,Template,63.51,41.11,-54.5,1654,105045.54,0.0496,Patreon,2026-01-28,Micro,Education & Online Courses,False,0.21,4.7,316
PRD00533,CRE0504,Reading Log PDF,Parenting & Family,Course,37.81,26.59,-42.2,422,15955.82,0.029,Gumroad,2026-02-17,Micro,Parenting & Family,True,0.0,4.5,117
PRD00534,CRE0485,Pet Nutrition Sheet,Pet Care,Preset Pack,120.84,184.93,34.7,6483,783405.72,0.038,Teachable,2025-10-24,Mid,Pet Care,False,0.0,4.6,404
PRD00535,CRE0338,Zero-Waste Starter Guide,Sustainable Living,Bundle,52.87,59.47,11.1,179,9463.73,0.0743,Teachable,2025-03-04,Micro,Sustainable Living,True,0.3,4.4,192
PRD00536,CRE0509,Learning Roadmap,Education & Online Courses,eBook,29.66,53.45,44.5,3593,106568.38,0.015,Etsy,2026-01-15,Micro,Education & Online Courses,True,0.0,3.6,103
PRD00537,CRE0190,Camera Settings PDF,Photography & Videography,Template,265.42,244.64,-8.5,5898,1565447.16,0.0439,Podia,2024-06-08,Macro,Photography & Videography,False,0.11,4.9,356
PRD00538,CRE0392,Confidence Course,Personal Development,Course,203.22,185.23,-9.7,9008,1830605.76,0.0181,Teachable,2024-06-20,Mid,Personal Development,True,0.0,4.3,371
PRD00539,CRE0492,Reading Log PDF,Parenting & Family,eBook,22.74,22.49,-1.1,1160,26378.4,0.0419,Patreon,2025-01-03,Micro,Parenting & Family,True,0.0,4.1,287
PRD00540,CRE0437,Study Schedule,Language Learning,Preset Pack,55.17,41.75,-32.1,502,27695.34,0.037,Gumroad,2025-03-09,Micro,Language Learning,False,0.11,4.1,180
PRD00541,CRE0390,Reading Log PDF,Parenting & Family,Template,77.72,73.8,-5.3,4293,333651.96,0.0351,Teachable,2025-10-22,Mid,Parenting & Family,True,0.0,4.1,238
PRD00542,CRE0584,Investment Tracker,Finance & Investing,Course,37.27,26.83,-38.9,861,32089.47,0.0535,Own Website,2025-10-13,Micro,Finance & Investing,False,0.0,3.9,336
PRD00543,CRE0251,Experiment Bundle,Science & Space,Guide,73.43,64.2,-14.4,1223,89804.89,0.0185,Etsy,2025-10-23,Micro,Science & Space,False,0.0,4.2,115
PRD00544,CRE0590,Pricing Playbook,Business & Entrepreneurship,Preset Pack,64.33,58.84,-9.3,590,37954.7,0.0606,Own Website,2024-10-28,Micro,Business & Entrepreneurship,False,0.0,3.7,495
PRD00545,CRE0345,Financial Freedom Course,Finance & Investing,Bundle,158.95,114.02,-39.4,1257,199800.15,0.0649,Own Website,2025-04-02,Mid,Finance & Investing,True,0.14,3.9,21
PRD00546,CRE0473,Furniture Layout PDF,Home Decor & Interior Design,Course,80.57,164.9,51.1,4516,363854.12,0.0645,Podia,2024-10-13,Mid,Home Decor & Interior Design,False,0.28,3.8,298
PRD00547,CRE0398,Activity Ideas Bundle,Parenting & Family,Template,211.43,387.02,45.4,44421,9391932.03,0.0587,Gumroad,2025-04-29,Mega,Parenting & Family,True,0.0,4.3,189
PRD00548,CRE0020,VS Code Setup Guide,Technology & Software,Course,27.98,35.95,22.2,290,8114.2,0.0246,Etsy,2024-07-07,Micro,Technology & Software,False,0.22,4.6,345
PRD00549,CRE0092,Content Calendar,Comedy & Entertainment,Preset Pack,142.6,238.55,40.2,8569,1221939.4,0.0135,Patreon,2026-01-17,Macro,Comedy & Entertainment,False,0.19,4.2,96
PRD00550,CRE0460,AI Prompts Bundle,Technology & Software,Course,18.85,30.21,37.6,889,16757.65,0.0374,Patreon,2024-09-20,Micro,Technology & Software,True,0.0,3.7,78
PRD00551,CRE0439,Lightroom Preset Pack,Photography & Videography,Bundle,23.84,42.92,44.5,411,9798.24,0.0614,Teachable,2024-07-22,Micro,Photography & Videography,True,0.23,4.7,312
PRD00552,CRE0030,Chord Progression PDF,Music & Audio Production,Template,69.23,51.39,-34.7,264,18276.72,0.0441,Teachable,2024-11-14,Micro,Music & Audio Production,True,0.0,4.3,234
PRD00553,CRE0266,Flight Deal Tracker,Travel & Adventure,Preset Pack,446.27,355.84,-25.4,2443,1090237.61,0.0408,Own Website,2025-05-16,Macro,Travel & Adventure,False,0.39,4.7,243
PRD00554,CRE0481,Plant-Based Recipe Book,Sustainable Living,Preset Pack,243.07,429.51,43.4,15635,3800399.45,0.0744,Etsy,2024-08-23,Macro,Sustainable Living,False,0.38,3.8,162
PRD00555,CRE0191,Automation Course,Technology & Software,eBook,101.74,89.42,-13.8,6082,618782.68,0.0416,Etsy,2024-06-05,Mid,Technology & Software,True,0.0,3.6,271
PRD00556,CRE0299,Accent Reduction Guide,Language Learning,Preset Pack,37.75,29.19,-29.3,37,1396.75,0.0704,Gumroad,2025-07-28,Nano,Language Learning,True,0.21,4.4,317
PRD00557,CRE0168,Cold Email Scripts,Business & Entrepreneurship,eBook,86.95,67.38,-29.0,1027,89297.65,0.049,Teachable,2024-09-21,Micro,Business & Entrepreneurship,False,0.0,3.7,90
